asn,org_name,country,aut_name,rank,cone_asns,cone_prefixes,degree_provider,degree_peer,degree_customer,degree_transit,clique_member
140759,Department of Information and Communications of Dak Lak Province,VN,STTTT-DAKLAK-VN,49862,1,3,2,0,0,0,True
140760,INFINITY SOFTWARE CORPORATION,VN,INFINITY-AS-VN,78608,1,0,0,0,0,0,False
140761,ALLIEX VIETNAM JOINT STOCK COMPANY,VN,ALLIEX-AS-VN,49862,1,2,2,0,0,0,True
140762,Vinh Railway Signalling - Telecom Joint Stock Company,VN,VISITEC-AS-VN,49862,1,1,2,0,0,0,True
140763,ITEXPERT Viet Nam Joint Stock Company,VN,ITEXPERT-AS-VN,78608,1,0,0,0,0,0,False
140764,CSD Group Technology JSC.,VN,CSDGROUP-AS-VN,49862,1,2,2,0,0,0,True
140765,VINANET Services Joint Stock Company,VN,VINANET-AS-VN,49862,1,3,2,0,0,0,True
140766,FPT Smart Cloud Company Limited,VN,FPTCLOUD-AS-VN,8398,2,100,4,1,1,5,True
140767,VINASOFT One Member Limited Company,VN,VINASOFT-AS-VN,78608,1,0,0,0,0,0,False
140768,Department of Science and Technology Gia Lai,VN,GIALAI-VN,54093,1,1,1,0,0,0,True
140769,INFORMATICS SOLUTION COMPANY LIMITED,VN,IFISOLUTION-AS-VN,54093,1,1,1,0,0,0,True
140770,Digilife Vietnam Digital Services Company Limited,VN,DIGILIFE-AS-VN,10868,2,8,3,0,1,3,True
140771,MXGROUP TECHNOLOGY JOINT STOCK COMPANY,VN,MXGROUP-AS-VN,78608,1,0,0,0,0,0,False
140772,MXGROUP MEDICINE COMPANY LIMITED,VN,MEITC-AS-VN,78608,1,0,0,0,0,0,False
140773,THIEN CO MANUFACTURING TRADING SERVICES JOINT STOCK COMPANY,VN,THIENCO-AS-VN,78608,1,0,0,0,0,0,False
140774,VIET NAM UNIFIED COMMUNICATIONS CORPORATION,VN,UCCORP-VN,54093,1,1,1,0,0,0,True
140775,GLOBAL INFORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY,VN,ITCGLOBAL-AS-VN,30631,1,3,1,0,0,0,True
140776,247 SCRAP TRADE JOINT STOCK COMPANY,VN,PHELIEU247-AS-VN,78608,1,0,0,0,0,0,False
140777,VNCOIN247 CORPORATION,VN,VNCOIN247-AS-VN,78608,1,0,0,0,0,0,False
140778,MINH HIEN SOLUTIONS COMPANY LIMITED,VN,MINHHIEN-VN,78608,1,0,0,0,0,0,False
140779,VINA-BISON INTERNATIONAL TRADING COMPANY LIMITED,VN,VINABISON-AS-VN,78608,1,0,0,0,0,0,False
140780,THAI AN INFORMATION TECHNOLOGY JOINT STOCK COMPANY,VN,THAIAN-AS-VN,78608,1,0,0,0,0,0,False
140781,VIET HOSTING COMPANY LIMITED,VN,VIETHOSTINGCO-AS-VN,54093,1,1,1,0,0,0,True
140782,"424 De La Thanh, O Cho Dua Ward, Dong Da District, Ha Noi City",VN,TOANTHANG-VN,78608,1,0,0,0,0,0,False
140783,NAMEDIA INTERNATIONAL TECHNOLOGY COMPANY LIMITED,VN,NAMEDIA-AS-VN,78608,1,0,0,0,0,0,False
140784,VIET DIGITAL SOLUTIONS JOINT STOCK COMPANY,VN,GIAIPHAPSOVIET-VN,78608,1,0,0,0,0,0,False
140785,WINCOMMERCE GENERAL COMMERCIAL SERVICES JOINT STOCK COMPANY,VN,DCWINCOMERCE-VN,78608,1,0,0,0,0,0,False
140786,Department of Information and Communications of Thai Binh Province,VN,ICTTHAIBINH-AS-VN,78608,1,0,0,0,0,0,False
140787,LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED,VN,LAMA-AS-VN,54093,1,2,1,0,0,0,True
140788,Catiedu Online Training Academy Company Limited,VN,CATIEDU-AS-VN,78608,1,0,0,0,0,0,False
140789,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE JOINT STOCK COMPANY,VN,DIGITEL-AS-VN,54093,1,1,1,0,0,0,True
140790,CLOUDCORE JOINT STOCK COMPANY,VN,CLOUDCOREJSC-AS-VN,78608,1,0,0,0,0,0,False
140791,BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY,VN,BKH-AS-VN,54093,1,1,1,0,0,0,True
140792,IT VILAS VIET NAM JOINT STOCK COMPANY,VN,VILAS-AS-VN,78608,1,0,0,0,0,0,False
140793,VIET NAM GALAXY DIGITAL TECHNOLOGY COMPANY LIMITED,VN,GALAXYCLOUD-AS-VN,78608,1,0,0,0,0,0,False
140794,Department of Science and Technology of Ha Tinh province,VN,ICTHATINH-VN,78608,1,0,0,0,0,0,False
140795,,VN,AS140795,78608,1,0,0,0,0,0,False
140796,"U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City",VN,SBDTELECOM-AS-VN,54093,1,1,1,0,0,0,True
140797,EXA COMPANY LIMITED,VN,EXA-AS-VN,78608,1,0,0,0,0,0,False
140798,"BAO NAM HOLDINGS., JSC",VN,BAONAMHOLDINGS-AS-VN,78608,1,0,0,0,0,0,False
140799,VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY,VN,VNCLOUDTECH-AS-VN,39683,1,2,1,0,0,0,True
140800,VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY,VN,VNCLOUDTECH-VN,78608,1,0,0,0,0,0,False
140801,HARAVAN TECHNOLOGY CORPORATION,VN,HARAVAN-AS-VN,54093,1,1,1,0,0,0,True
140802,"07-02A, Floor 7, Prime Center,53 Quang Trung, Nguyen Du Ward. Hai Ba Trung District, HN",VN,UNINATION-AS-VN,54093,1,1,1,0,0,0,True
140803,Telecommunications Company Limited A,VN,VTA-VN,78608,1,0,0,0,0,0,False
140804,JOBKEY JOINT STOCK COMPANY,VN,JOBKEY-AS-VN,78608,1,0,0,0,0,0,False
140805,TIN VIET TECHNOLOGY ENGINEERING COMPANY LIMITED,VN,TINVIETTECH-AS-VN,78608,1,0,0,0,0,0,False
140806,"PVS TELECOM CO.LTD.,",VN,PVS-AS-VN,48776,1,3,3,0,0,0,True
140807,Nguyen Ngoc Thanh Trading Limited Company,VN,TND-AS-VN,20428,1,10,1,0,0,0,True
140808,ONE PLUS INTERNATIONAL CORPORATION,VN,ONEPLUS-AS-VN,78608,1,0,0,0,0,0,False
140809,Information Technology Center - Ministry of Home Affairs,VN,MOHA-VN,49862,1,1,2,0,0,0,True
140810,Megacore Technology Company Limited,VN,MEGACORE-AS-VN,4307,5,54,1,0,4,5,True
140811,VIET NAM INTERACTIVE TELEVISION JOINT STOCK COMPANY,VN,VTVLIVE-AS-VN,39683,1,3,1,0,0,0,True
140812,"22B, Alley 57 Hoa Binh, Group 14, yen Nghia Ward, Ha Dong District, Ha Noi",VN,WEON-AS-VN,78608,1,0,0,0,0,0,False
140813,DIGITAL SOLUTION AND TELECOMMUNICATIONS SERVICE JOINT STOCK COMPANY,VN,DSTEL-AS-VN,11165,2,7,3,0,1,3,True
140814,"Floor 5, 255 Tran Dang Ninh, Dich Vong, Cau Giay District, Ha Noi City",VN,TECHCITYGROUP-AS-VN,54093,1,2,1,0,0,0,True
140815,HTTVSERVER TECHNOLOGY COMPANY LIMITED,VN,HTTVSERVER-VN,15805,1,36,1,0,0,0,True
140816,Internet Khong Trung Company,VN,INTERNETVENO-AS-VN,78608,1,0,0,0,0,0,False
140817,ODS ONLINE DATA SOLUTION JOINT STOCK COMPANY,VN,ODSONLINE-AS-VN,78608,1,0,0,0,0,0,False
140818,D.I.C Viet Nam Technology Joint Stock Company,VN,VNDIC-AS-VN,54093,1,1,1,0,0,0,True
140819,"4/2 Dinh Bo Linh, Group 6, Phu Cuong Ward, Thu Dau Mot City, Binh Duong",VN,HANA-AS-VN,78608,1,0,0,0,0,0,False
140820,"P2702 A3 Ecolife Capitol - 58 To Huu, Me Tri Ward, Nam Tu Liem Distrct, Ha Noi City",VN,HEL-AS-VN,78608,1,0,0,0,0,0,False
140821,"Nihao Data Management Co., Ltd",VN,CNCNIHAO-VN,78608,1,0,0,0,0,0,False
140822,ANPHATIDC,VN,ANPHATIDC-VSIS-AS-VN,15253,1,50,2,0,0,0,True
140823,"Group 7, THieu Khanh Ward, Thanh Hoa City, Thanh Hoa, Viet Nam",VN,VNCDATA-AS-VN,54093,1,1,1,0,0,0,True
140824,VNIDC TECHNOLOGY COMPANY LIMITED,VN,VNIDC-AS-VN,54093,1,1,1,0,0,0,True
140825,Thien Quang Digital technology joint stock company,VN,HOSTINGVIET-AS-VN,5868,3,113,2,0,2,3,True
140826,INTER GROUP VIET NAM JOINT STOCK COMPANY,VN,INTERDATA-AS-VN,78608,1,0,0,0,0,0,False
140827,AZ VIET NAM COMMUNICATIONS TECHNOLOGY COMPANY LIMITED,VN,DULIEUAZ-AS-VN,78608,1,0,0,0,0,0,False
140828,Teknix Technology Joint Stock Company,VN,TEKNIX-AS-VN,54093,1,1,1,0,0,0,True
140829,,VN,AS140829,54093,1,3,1,0,0,0,True
140830,IDS VIET NAM SOLUTION CORPORATION,VN,IDS-CLOUDBASE-VN,78608,1,0,0,0,0,0,False
140831,Data Center of Vietnam National University Ho Chi Minh City,VN,VNUDC-AS-VN,54093,1,1,1,0,0,0,True
140832,"Vietnam F Tech., JSC",VN,FTECH-AS-VN,24197,1,13,1,0,0,0,True
140833,INTERDATA JOINT STOCK COMPANY,VN,INTERCLOUD-AS-VN,78608,1,0,0,0,0,0,False
140834,SAIGON TRAVEL SERVICE TRADING JOINT STOCK COMPANY,VN,SAIGONDATANET-AS-VN,78608,1,0,0,0,0,0,False
140835,VAN TRANG PHARMACEUTICAL SUPPLY JOINT STOCK COMPANY,VN,VTPHAR-AS-VN,78608,1,0,0,0,0,0,False
140836,PVS SOFTWARE JOINT STOCK COMPANY,VN,PVSSW-AS-VN,78608,1,0,0,0,0,0,False
142025,VINFAST Production and Trading Joint Stock Company,VN,VINFAST-VN,,,,,,,,
142055,,,,,,,,,,,
142211,,,,,,,,,,,
142241,,,,,,,,,,,
142260,,,,,,,,,,,
142277,Phong Phu Technology Infrastructure Company Limited,VN,PHONGPHUCLOUD-VN,78608,1,0,0,0,0,0,False
142284,"Phoenix Inferno Technology Co., Ltd",VN,PHOENIXCLOUD-VN,78608,1,0,0,0,0,0,False
142294,TELECOM TRADE AND SERVER LLC,VN,TTASL-AS-AP,54093,1,1,1,0,0,0,True
142549,Thanh Huyen Technology Company Limited,VN,THANHHUYENCLOUD-VN,78608,1,0,0,0,0,0,False
149007,DIGITOT COMPANY LIMITED,VN,DIGITOT-VN,,,,,,,,
149062,TECHNOLOGY SOLUTION DATA ONLINE COMPANY LIMITED,VN,DATAONLINE247-AS-VN,54093,1,1,1,0,0,0,True
149063,Information center - Ministry of Construction,VN,MOC-AS-VN,78608,1,0,0,0,0,0,False
149064,CLOUDSTACK COMPANY LIMITED,VN,CLOUDSTACK-AS-VN,78608,1,0,0,0,0,0,False
149065,MT GROUP COMPANY LIMITED,VN,MTGROUP-VN,54093,1,1,1,0,0,0,True
149066,"ADNS CO., LTD",VN,ADNS-AS-VN,78608,1,0,0,0,0,0,False
149067,AZ Clean Trading and Manufacturing Joint Stock Company,VN,AZCLEAN-AS-VN,78608,1,0,0,0,0,0,False
149068,iNET software one member company limited,VN,INETSOFT-AS-VN,39683,1,1,1,0,0,0,True
149069,Information and Communications Technology Company of Vietnam Electricity,VN,EVNICT-AS-VN,49862,1,2,2,0,0,0,True
149070,Da Thanh Service and Trade Company Limited,VN,DATHANH-AS-VN,78608,1,0,0,0,0,0,False
149071,"Phuong Tran Co., Ltd",VN,PHUONGTRAN-AS-VN,78608,1,0,0,0,0,0,False
149072,VPSTTT Technology Company Limited,VN,VPSTTT-AS-VN,78608,1,0,0,0,0,0,False
149073,"Hunasoft Technology Solution Consulting Co., Ltd",VN,HUNASOFT-AS-VN,78608,1,0,0,0,0,0,False
149074,University of Medicine and Pharmacy at Ho Chi Minh City,VN,UMP-AS-VN,54093,1,3,1,0,0,0,True
149075,Tan Hoang ViNa Company Limited,VN,TANHOANGVINA-AS-VN,78608,1,0,0,0,0,0,False
149076,"Cloud Computing Server Solutions Co., Ltd",VN,CLOUDCOMPUTING-AS-VN,78608,1,0,0,0,0,0,False
149077,Yen Viet Tourist Company Limited,VN,DULICHYENVIET-AS-VN,78608,1,0,0,0,0,0,False
149078,VPSMMO TECHNOLOGY COMPANY LIMITED,VN,VPSMMO-AS-VN,23119,1,9,1,0,0,0,True
149079,CUONG KHANG INFORMATICS COMPANY LIMITED,VN,CUONGKHANG-AS-VN,78608,1,0,0,0,0,0,False
149080,"SHINHAN LIFE VIETNAM INSURANCE CO., LTD",VN,SHINHANLIFE-VN,49862,1,2,2,0,0,0,True
149081,Eco Green Transport and Construction Investment Joint Stock Company,VN,GRCITY-VN,78608,1,0,0,0,0,0,False
149082,NGOC MINH TECHNOLOGY JOINT STOCK COMPANY,VN,VOICECLOUD-VN,54093,1,1,1,0,0,0,True
149083,VPSCLOUD 24H TECHNOLOGY AND SERVICES COMPANY LIMITED,VN,VPSCLOUD-AS-VN,78608,1,0,0,0,0,0,False
149084,KBG VIET NAM REFRIGERATION ELECTRICAL ENGINEERING TRADING COMPANY LIMITED,VN,KBGVIETNAM-AS-VN,78608,1,0,0,0,0,0,False
149085,E-DATA TECHNOLOGY SERVICE COMPANY LIMITED,VN,EDATA-AS-VN,54093,1,2,1,0,0,0,True
149086,Digital Era Software Company Limited,VN,DERASOFT-AS-VN,78608,1,0,0,0,0,0,False
149087,Hanoi University,VN,HANU-AS-VN,54093,1,1,1,0,0,0,True
149088,INET Solution Corporation,VN,INETSOLUTION-AS-VN,78608,1,0,0,0,0,0,False
149089,CLOUDFLY CORPORATION,VN,CLOUDFLY-VN,24197,1,3,1,0,0,0,True
149090,ZOZO SOFTWARE COMPANY LIMITED,VN,ZOZO-VN,78608,1,0,0,0,0,0,False
149091,Ecofly Joint Stock Company,VN,ECOFLY-VN,78608,1,0,0,0,0,0,False
149092,UNICA ACADEMY JOINT STOCK COMPANY,VN,UNICA-VN,78608,1,0,0,0,0,0,False
149093,VPS VIET NAM COMPANY LIMITED,VN,VPSVIETNAM-VN,78608,1,0,0,0,0,0,False
149094,THM REFRIGERATION TECHNICIANS COMPANY LIMITED,VN,THMREFRIGERATION-VN,78608,1,0,0,0,0,0,False
149095,TRINH VIET DIGITAL TECHNOLOGY COMPANY LIMITED,VN,TRINHVIET-VN,78608,1,0,0,0,0,0,False
149096,INVESTMENT AND DEVELOPMENT OF NATIONAL E-PROCUREMENT SYSTEM COMPANY LIMITED,VN,IDNES-VN,48776,1,3,3,0,0,0,True
149097,FASTLY NETWORK SOLUTION COMPANY LIMITED,VN,FASTLY-VN,78608,1,0,0,0,0,0,False
149098,VIETNAM DIGITAL INFRASTRUCTURE JOINT STOCK COMPANY,VN,HATANGSO-VN,54093,1,1,1,0,0,0,True
149099,HUNG THINH GROUP CORPORATION,VN,HUNGTHINH-VN,67211,1,1,1,0,0,0,True
149100,SMARTMIND SECURITIES JOINT STOCK COMPANY,VN,SMDS-VN,49862,1,1,2,0,0,0,True
149101,BKCLOUD COMPANY LIMITED,VN,BKCLOUDCSKH-VN,54093,1,1,1,0,0,0,True
149102,KHANH CHI ICT COMPANY LIMITED,VN,KHANHCHIICT-VN,54093,1,1,1,0,0,0,True
149103,BACH KIM HNT COMPANY LIMITED,VN,BKHNT-VN,78608,1,0,0,0,0,0,False
149104,UNI JOINT STOCK COMPANY,VN,UNI-VN,78608,1,0,0,0,0,0,False
149105,IPTP NETWORKS DA NANG COMPANY LIMITED,VN,IPTP-VN,30198,1,7,2,0,0,0,True
149106,VIETNAM SERVER SOLUTION COMPANY LIMITED,VN,VNVPSVN-VN,78608,1,0,0,0,0,0,False
149107,TRUMVPS COMPANY LIMITED,VN,TRUMVPS-VN,2418,11,151,1,0,10,11,True
149108,BAO LONG MANAGEMENT CONSULTANT COMPANY LIMITED,VN,BSSVIET-VN,78608,1,0,0,0,0,0,False
149109,GIAO HANG TIET KIEM JOINT STOCK COMPANY,VN,GHTK-VN,49862,1,2,2,0,0,0,True
149110,CLOUD4VN DIGITAL TECHNOLOGY COMPANY LIMITED,VN,CLOUD4VN-VN,78608,1,0,0,0,0,0,False
149111,TEDEV TECHNOLOGICAL DEVELOPMENT COMPANY LIMITED,VN,TEDEV-VN,54093,1,1,1,0,0,0,True
149112,TTK VIET NAM EDUCATION TECHNOLOGY JOINT STOCK COMPANY,VN,MCLASSVN-VN,78608,1,0,0,0,0,0,False
149113,ODB VIET NAM COMPANY LIMITED,VN,ODB-VN,39683,1,4,1,0,0,0,True
149114,NVK TECHNOLOGY AND SERVICES COMPANY LIMITED,VN,NVK-VN,78608,1,0,0,0,0,0,False
149115,KINGBOND MIEN TRUNG COMPANY LIMITED,VN,KINGBOND-VN,78608,1,0,0,0,0,0,False
149116,National Hospital of Tropical Diseases,VN,NHIETDOI-HOSPITAL-VN,54093,1,1,1,0,0,0,True
149117,VTC MOBILE SERVICES JOINT STOCK COMPANY,VN,VTCMOBILE-VN,25294,1,6,1,0,0,0,True
149118,3S Viet Nam Technology Joint Stock Company,VN,THREESTECH-VN,54093,1,1,1,0,0,0,True
149119,DHD TELECOM COMPANY LIMITED,VN,DHDTELECOM-VN,78608,1,0,0,0,0,0,False
149120,BLUE TECHNOLOGY AND INVESTMENT COMPANY LIMITED,VN,BLUETECH-VN,48776,1,2,3,0,0,0,True
149121,Department of Science and Technology of Lai Chau province,VN,LAICHAU-VN,78608,1,0,0,0,0,0,False
149122,3T SYSTEM SOLUTIONS COMPANY LIMITED,VN,THREETSS-VN,78608,1,0,0,0,0,0,False
149123,VU GIA TECHNOLOGY INVESTMENT JOINT STOCK COMPANY,VN,ITCLOUD-VN,54093,1,1,1,0,0,0,True
149124,WEBPX SOFTWARE COMPANY LIMITED,VN,THANHPHAT-VN,54093,1,1,1,0,0,0,True
149125,4S TECHNOLOGY TRADING SERVICES COMPANY LIMITED,VN,DV4S-VN,54093,1,1,1,0,0,0,True
149126,,VN,AS149126,78608,1,0,0,0,0,0,False
149127,Bac Giang Department of Information and Communications,VN,BACGIANG-VN,49862,1,1,2,0,0,0,True
149128,Prosperity and Development Joint Stock Commercial Bank,VN,PGBANK-VN,54093,1,3,1,0,0,0,True
149129,Vietnam Government Portal,VN,CPVN-VN,39683,1,1,1,0,0,0,True
149130,TEKNIX CLOUD TECHNOLOGY INFRASTRUCTURE JOINT STOCK COMPANY,VN,TEKNIXCLOUD-VN,54093,1,2,1,0,0,0,True
149131,Optimal Agency LLC,VN,SOCLUA-VN,54093,1,2,1,0,0,0,True
149132,GREENCLOUD LIMITED LIABILITY COMPANY,VN,GREENCLOUD-VN,78608,1,0,0,0,0,0,False
149133,MOC LAM TRADING AND SERVICES JOINT STOCK COMPANY,VN,MOCLAMESOUL-VN,78608,1,0,0,0,0,0,False
149134,FUTE COMMERCIAL AND SERVICES COMPANY LIMITED,VN,FUTE-VN,78608,1,0,0,0,0,0,False
149135,SAPO TECHNOLOGY JOINT STOCK COMPANY,VN,SAPO-VN,54093,1,2,1,0,0,0,True
149136,AALO.VN DIGITAL TECHNOLOGY JOINT STOCK COMPANY,VN,AALO-VN,54093,1,1,1,0,0,0,True
149137,TAN THANH AN INTERNATIONAL TRADE DEVELOPMENT COMPANY LIMITED,VN,TANTHANHAN-VN,25121,1,5,2,0,0,0,True
149138,"RUBIK Trading Consultancy Service One Member Co., Ltd",VN,RUBIK-VN,78608,1,0,0,0,0,0,False
149139,VGP JOINT STOCK COMPANY,VN,VGP-VN,39683,1,4,1,0,0,0,True
149140,VIETSPEED SERVICE COMPANY LIMITED,VN,VIETSPEED-VN,78608,1,0,0,0,0,0,False
149141,VAN ARCHITECTURE AND CONSTRUCTION COMPANY LIMITED,VN,VAN-VN,78608,1,0,0,0,0,0,False
149142,Vina Securities Joint Stock Company,VN,VNSC-VN,49862,1,1,2,0,0,0,True
149143,MONA MEDIA COMPANY,VN,MONA-MEDIA-VN,54093,1,1,1,0,0,0,True
149144,VIHAT TECHNOLOGY COMPANY LIMITED,VN,VIHAT-VN,78608,1,0,0,0,0,0,False
149145,VNETWORK TELECOMMUNICATION SERVICES COMPANY LIMITED,VN,VNETWORK-TELECOM-VN,54093,1,2,1,0,0,0,True
149146,"VNETKIWON SECURITY CO., LTD",VN,VNETKIWON-VN,67211,1,1,1,0,0,0,True
149147,GOFIBER SOFTWARE TECHNOLOGY COMPANY LIMITED,VN,GOFIBER-SOFTWARE-VN,19100,1,14,1,0,0,0,True
149148,"Phu Hai Computer Co., Ltd",VN,PHUHAIPC-VN,54093,1,1,1,0,0,0,True
149149,INTER BOOKING247 LIMITED COMPANY,VN,INTERBOOKING247-VN,54093,1,1,1,0,0,0,True
149150,THDATA COMPANY LIMITED,VN,THDATA-VN,54093,1,1,1,0,0,0,True
149151,VNSUN CLOUD COMPANY LIMITED,VN,VNSUNCLOUD-VN,54093,1,1,1,0,0,0,True
149152,Onet IDC Company,VN,ONETIDC-VN,78608,1,0,0,0,0,0,False
149153,Thanh Hoa Information and Communication Technology Center,VN,TTCNTT-THANHHOA-VN,78608,1,0,0,0,0,0,False
149154,Department of Science and Technology of Lao Cai province,VN,LAOCAI-VN,49862,1,1,2,0,0,0,True
149155,SUNCLOUD TECHNOLOGY INFRASTRUCTURE JOINT STOCK COMPANY,VN,SUNCLOUD-VN,78608,1,0,0,0,0,0,False
149156,Bac Ninh Department of Information and Communications,VN,BACNINH-VN,49862,1,1,2,0,0,0,True
149157,Digital Transformation Center - An Giang Department of Science and Technology,VN,DXAG-VN,49862,1,1,2,0,0,0,True
149158,VietNam Eastern Sun Joint Stock Company,VN,ESVN-VN,78608,1,0,0,0,0,0,False
149159,Viet Nam Academy of Science and Technology,VN,VAST-VN,54093,1,3,1,0,0,0,True
149160,Department of Science and Technology of Can Tho City,VN,CANTHO-VN,49862,1,1,2,0,0,0,True
149161,MEGA TECHNOLOGY COMPANY LIMITED,VN,MEGA-VN,39683,1,3,1,0,0,0,True
150323,Dak Lak Province Smart City Monitoring and Operation Center,VN,IOCDAKLAK-VN,,,,,,,,
150344,,,,,,,,,,,
150813,Thoi MMO Company Limited,VN,MINHTHOIPC-VN,78608,1,0,0,0,0,0,False
150814,VNIS JOINT STOCK COMPANY,VN,TVAN-VN,54093,1,2,1,0,0,0,True
150815,VUONG THANG VTDIGITAL COMPANY LIMITED,VN,VTDIGITAL-VN,78608,1,0,0,0,0,0,False
150816,CAMERA-VIET TECHNOLOGY SOLUTIONS COMPANY LIMITED,VN,CVCO-VN,78608,1,0,0,0,0,0,False
150817,MIND TECHNOLOGY LIMITED LIABILITY COMPANY,VN,MIND-VN,78608,1,0,0,0,0,0,False
150818,HYPERNODE ONE MEMBER COMPANY LIMITED,VN,HYPERCORE-VN,78608,1,0,0,0,0,0,False
150819,ALGOGLOBAL COMPANY LIMITED,VN,ALGOGLOBAL-VN,78608,1,0,0,0,0,0,False
150820,LIENVPS TECHNOLOGY COMPANY LIMITED,VN,LIENVPS-VN,19042,1,14,3,0,0,0,True
150821,HD TECHNICAL INFRASTRUCTURE CONSTRUCTION COMPANY LIMITED,VN,CTKYTHUATHD-VN,54093,1,1,1,0,0,0,True
150822,Department of Science and Technology of Tuyen Quang province,VN,TUYENQUANG-VN,78608,1,0,0,0,0,0,False
150823,FAST SOFTWARE JOINT STOCK COMPANY,VN,FAST-VN,54093,1,1,1,0,0,0,True
150824,Premier Oil Viet Nam Offshore B.V,VN,POVO-VN,60658,1,1,2,0,0,0,True
150825,CODETAY SOFTWARE LIMITED LIABILITY COMPANY,VN,CODETAY-VN,78608,1,0,0,0,0,0,False
150826,VR VIET NAM COMPANY LIMITED,VN,VR-VN,78608,1,0,0,0,0,0,False
150827,MUOI LONG COMPANY LIMITED,VN,MUOILONG-VN,78608,1,0,0,0,0,0,False
150828,VMON CLOUD COMPANY LIMITED,VN,VMONCLOUD-VN,39683,1,4,1,0,0,0,True
150829,DIGITAL NETWORK CLOUD COMPANY LIMITED,VN,DNCLOUD-VN,78608,1,0,0,0,0,0,False
150830,CHIEU MINH COMPANY LIMITED,VN,CMINH-VN,78608,1,0,0,0,0,0,False
150831,JACCS international vietnam finance company limited,VN,JIVF-VN,78608,1,0,0,0,0,0,False
150832,NTNT COMPANY LIMITED,VN,NTNT-VN,78608,1,0,0,0,0,0,False
150833,TUAN LINH 88 COMPANY LIMITED,VN,CTTUANLINH88-VN,78608,1,0,0,0,0,0,False
150834,IDATA TECHNOLOGY SOLUTIONS COMPANY LIMITED,VN,IDATA-VN,78608,1,0,0,0,0,0,False
150835,MAY CHU SAI GON SERVICE TRADING COMPANY LIMITED,VN,MCSG-VN,54093,1,1,1,0,0,0,True
150836,EPAY SERVICES JOINT STOCK COMPANY,VN,EPAYJSCNET-VN,49862,1,3,2,0,0,0,True
150837,SAOVANG TELECOMMUNICATION INFRASTRUCTURE JOINT STOCK COMPANY,VN,SVTELECOM-VN,36223,1,6,2,0,0,0,True
150838,HA SON TECHNOLOGY ONE MEMBER LIMITED COMPANY,VN,HASONTECH-VN,54093,1,1,1,0,0,0,True
150839,THIEN TUAN SOLUTION AND TECHNOLOGY COMPANY LIMITED,VN,THIENTUANSTECH-VN,78608,1,0,0,0,0,0,False
150840,HVT TM AND XNK COMPANY LIMITED,VN,HVT-VN,78608,1,0,0,0,0,0,False
150841,Department of Science and Technology of Quang Ngai province,VN,ICTQUANGNGAI-VN,78608,1,0,0,0,0,0,False
150842,VIMEDIMEX GROUP PHARMACY CORPORATION,VN,VMD-VN,67211,1,1,1,0,0,0,True
150843,PHU MINH TECHNICAL SERVICE TRADING COMPANY,VN,PHUMINH-VN,78608,1,0,0,0,0,0,False
150844,VIN8 TECHNOLOGY INVESTMENT COMPANY LIMITED,VN,VIN8-VN,78608,1,0,0,0,0,0,False
150845,DIDOTEK COMPANY LIMITED,VN,DIDOTEK-VN,78608,1,0,0,0,0,0,False
150846,"Room 1508, 15th Floor, Vincom Center Building, 72 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam",VN,AXYS-VN,54093,1,1,1,0,0,0,True
150847,DIGITAL SERVER COMPANY LIMITED,VN,MAYCHUSO-VN,78608,1,0,0,0,0,0,False
150848,VINAF GLOBAL COMPANY LIMITED,VN,VINAG-VN,78608,1,0,0,0,0,0,False
150849,Pho Web Technology Joint Stock Company,VN,PHOWEB-VN,78608,1,0,0,0,0,0,False
150850,ZINVPS COMPANY LIMITED,VN,ZINVPS-VN,54093,1,1,1,0,0,0,True
150851,DXT DIGITAL TRANSFORMATION TECHNOLOGY JOINT STOCK COMPANY,VN,DXT-VN,78608,1,0,0,0,0,0,False
150852,BIGZ TECHNOLOGY JOINT STOCK COMPANY,VN,BIGZ-VN,78608,1,0,0,0,0,0,False
150853,CLOUD VIET ONE MEMBER COMPANY LIMITED,VN,CLOVIET-VN,78608,1,0,0,0,0,0,False
150854,Diginext Group Joint Stock Company,VN,DIGINEXT-VN,49862,1,2,2,0,0,0,True
150855,MAY SOC COMPANY LIMITED,VN,MAYSOC-VN,39683,1,4,1,0,0,0,True
150856,"VNG DATA CENTER CO., LTD",VN,VNGDC-VN,54093,1,1,1,0,0,0,True
150857,JB SECURITIES VIETNAM COMPANY LIMITED,VN,JBSV-VN,49862,1,1,2,0,0,0,True
150858,"VIET SERVER TECHNOLOGY SOLUTIONS CO.,LTD",VN,VIETMAYCHU-VN,78608,1,0,0,0,0,0,False
150859,SANDCLOCK SERVICE TRADING COMPANY LIMITED,VN,SANDCLOCK-VN,22850,1,12,1,0,0,0,True
150860,"JETCLOUD TECHNOLOGY CO., LTD",VN,JETCLOUD-VN,78608,1,0,0,0,0,0,False
150861,POWERNET COMPANY LIMITED,VN,POWERNET-VN,30631,1,2,1,0,0,0,True
