asn,org_name,country,aut_name,rank,cone_asns,cone_prefixes,degree_provider,degree_peer,degree_customer,degree_transit,clique_member
153031,Huy Hoang Phat Telecommunications Company Limited,VN,HUYHOANGPHATVNVN-VN,78608,1,0,0,0,0,0,False
153032,An Phat Viet Trading and Services Company Limited,VN,DOIX-NET-VN,54093,1,1,1,0,0,0,True
153320,SANDCLOCK SERVICE TRADING COMPANY LIMITED,VN,SSTCL-AS-AP,27816,1,6,1,0,0,0,True
153341,CLOUDERA ASIA COMPANY LIMITED,VN,CACL-AS-AP,78608,1,0,0,0,0,0,False
153352,Mobite Network LLC,US,MOBITENETWORKLLC-AS-AP,78608,1,0,0,0,0,0,False
153353,REAL SOLUTION HOANG GIA LAND,VN,RSHGL-AS-AP,78608,1,0,0,0,0,0,False
153380,ASIA BQT CYBER TECHNOLOGY LLC,VN,ABCTL-AS-AP,78608,1,0,0,0,0,0,False
153391,MINIUM NET LLC,US,MINIUMNETLLC-AS-AP,78608,1,0,0,0,0,0,False
153401,Huu Dien High Technology Company Limited,VN,CAOHUUDIEN-VN,67211,1,1,1,0,0,0,True
153402,Tuan Linh High Technology Company Limited,VN,TUANLINHVNVN-VN,78608,1,0,0,0,0,0,False
153403,Huy Hoang Electronics and Telecommunications Company Limited,VN,NEFONET-VN,54093,1,1,1,0,0,0,True
153404,Vietnam Physical Server Company Limited,VN,VNMCVLVNCLOUD-VN,78608,1,0,0,0,0,0,False
153405,Hoa My Distribution Technology Company Limited,VN,HOAMYLOGIS-VN,78608,1,0,0,0,0,0,False
153406,Hung Anh JSC Technology Company Limited,VN,HUNGANHJSC-VN,78608,1,0,0,0,0,0,False
153407,Sava Meta Technology Joint Stock Company,VN,BAV-VN,54093,1,1,1,0,0,0,True
153408,Phu Yen Physical Server Company Limited,VN,VNMCVLPYCLOUD-VN,78608,1,0,0,0,0,0,False
153409,VTXK Trading and Services Company Limited,VN,VTXKVN-VN,78608,1,0,0,0,0,0,False
153410,NEXT STEP TECHNOLOGY JOINT STOCK COMPANY,VN,NEXTSTEP-VN,39683,1,6,1,0,0,0,True
153411,VPSDO Company Limited,VN,VPSDO-VN,78608,1,0,0,0,0,0,False
153412,Ibtech Trading & Service Company Limited,VN,IBTECH-VN,78608,1,0,0,0,0,0,False
153413,HT3 VIETNAM TECHNOLOGY INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY,VN,HT3VIETNAM-VN,54093,1,2,1,0,0,0,True
153414,Top Proxy LLC,VN,VNTOPPROXYCLOUD-VN,78608,1,0,0,0,0,0,False
153415,Hoang Dieu Physical Server Company Limited,VN,HOANGDIEUVNCLOUD-VN,78608,1,0,0,0,0,0,False
153416,Hoang Dieu Cloud Computing Company Limited,VN,DTDMVNCLOUD-VN,36223,1,2,2,0,0,0,True
153417,Zenhub Trading & Service Company Limited,VN,ZENHUB-VN,78608,1,0,0,0,0,0,False
153418,Dgon Technology and Solution Company Limited,VN,DGON-VN,39683,1,3,1,0,0,0,True
153419,Thang Manh TTN Company Limited,VN,THANGMANHTTN-VN,78608,1,0,0,0,0,0,False
153420,Nguyen Gia IDC Company Limited,VN,NGUYENGIAIDCVN-VN,78608,1,0,0,0,0,0,False
153421,REALTECH TECHNOLOGY COMPANY LIMITED,VN,REALTECHNETVN-VN,78608,1,0,0,0,0,0,False
153422,HND Green Agricultural Technology Company Limited,VN,AGRIHND-VN,78608,1,0,0,0,0,0,False
153423,HDATA COMPANY LIMITED,VN,HDATA-VN,78608,1,0,0,0,0,0,False
153424,Nam Dien Technology Company Limited,VN,NAMDIEN-VN,78608,1,0,0,0,0,0,False
153425,Vu Gia Technology and Services Company Limited,VN,VUGIATECHVN-VN,78608,1,0,0,0,0,0,False
153426,HT Proxy Company Limited,VN,PROXYHTCLOUD-VN,78608,1,0,0,0,0,0,False
153427,KDATA Company Limited,VN,KDATA-VN,78608,1,0,0,0,0,0,False
153428,TTP GROUP TECHNOLOGY TELECOMMUNICATION JOINT STOCK COMPANY,VN,TTPTELECOM-VN,49862,1,3,2,0,0,0,True
153429,Le Quang Telecommunications Technology Company Limited,VN,BLATE-VN,54093,1,1,1,0,0,0,True
153430,Quang Kim Digital Technology Investment and Development Company Limited,VN,TELEUPNET-VN,54093,1,1,1,0,0,0,True
153431,LTL Digital Technology Company Limited,VN,LTL-VN,78608,1,0,0,0,0,0,False
153433,IPA TECHNOLOGY SOLUTION JOINT STOCK COMPANY,VN,IPA-SOLUTIONS-VN,49862,1,2,2,0,0,0,True
153434,S GLOBAL TECHNOLOGY JOINT STOCK COMPANY,VN,BAV-VN,78608,1,0,0,0,0,0,False
153435,Center for Information Technology and Cyber Security Monitoring,VN,KHG-VN,78608,1,0,0,0,0,0,False
153436,Future AI LLC,VN,AITUONGLAI-VN,78608,1,0,0,0,0,0,False
153437,,VN,AS153437,78608,1,0,0,0,0,0,False
153438,PHUONG NGA MY SUPPLY COMPANY LIMITED,VN,PNM-VN,78608,1,0,0,0,0,0,False
153439,VPS4U TECHNOLOGY COMPANY LIMITED,VN,VPS4U-VN,78608,1,0,0,0,0,0,False
153440,BSTECH COMPANY LIMITED,VN,BSTECHCLOUD-VN,78608,1,0,0,0,0,0,False
153441,LNS Technology Company Limited,VN,LNS-VN,78608,1,0,0,0,0,0,False
153442,TYU Website Management Company Limited,VN,CNCTYU-VN,78608,1,0,0,0,0,0,False
153443,VPSRE.NET LLC,VN,VPSRE-NET-VN,78608,1,0,0,0,0,0,False
153444,H2 Service Consulting Company Limited,VN,DVH2VN-VN,78608,1,0,0,0,0,0,False
153445,Somi 168 Group International Joint Stock Company,VN,QTSOMIVN-VN,78608,1,0,0,0,0,0,False
153446,VNONE Vietnam Company Limited,VN,VNONE-VN,78608,1,0,0,0,0,0,False
153447,360 Technology and Services Company Limited,VN,CLOUD360-VN,30631,1,6,1,0,0,0,True
153448,Nam Son Development Joint Stock Company,VN,NAMSONVN-VN,78608,1,0,0,0,0,0,False
153449,Golden Key Solutions LLC,VN,GDKEY-VN,78608,1,0,0,0,0,0,False
153450,STEP TECHNOLOGY INVESTMENT JOINT STOCK COMPANY,VN,CNSTEP-VN,78608,1,0,0,0,0,0,False
153498,Tuyet San Trading Company Limited,VN,TUYETSAN-VN,78608,1,0,0,0,0,0,False
153499,CLOUDX JOINT STOCK COMPANY,VN,CTCLOUDX-VN,54093,1,2,1,0,0,0,True
153500,1School Education Technology and Solutions Company Limited,VN,ONESCHOOL-VN,49862,1,3,2,0,0,0,True
153501,Pal Vietnam Technology and Trading Joint Stock Company,VN,PALVIETNAM-VN,78608,1,0,0,0,0,0,False
153502,Specialized Web Company Limited,VN,WEBCHUYEN-VN,78608,1,0,0,0,0,0,False
153503,MK Technology Trading Company Limited,VN,MK-VN,78608,1,0,0,0,0,0,False
153504,HTH Technology Development Company Limited,VN,HTH-VN,78608,1,0,0,0,0,0,False
153505,DichvuDark LLC,VN,DICHVUDARK-VN,78608,1,0,0,0,0,0,False
153506,Pow Pow LLC,VN,POWCLOUD-VN,78608,1,0,0,0,0,0,False
153507,VPBANK SECURITIES JSC,VN,VPBANKS-VN,78608,1,0,0,0,0,0,False
153532,Trung Tin Iron and Aluminum Company Limited,VN,TRUNGTINVPS-VN,78608,1,0,0,0,0,0,False
153534,CAO GIA NANOMEDECINE TECHNOLOGY JOINT STOCK COMPANY,AU,CNCAOGIA-VN,78608,1,0,0,0,0,0,False
153535,HLC VIET NAM JOINT STOCK COMPANY,AU,HLC-VN,54093,1,1,1,0,0,0,True
153536,Osie Cloud LLC,AU,OSIE-VN,54093,1,1,1,0,0,0,True
153539,VIETNAM INTERNET NETWORK COMPANY NO. 1,AU,THUEMAYCHUVN-VN,54093,1,1,1,0,0,0,True
153540,PITC Investment Joint Stock Company,VN,PITC-VN,78608,1,0,0,0,0,0,False
153541,KIGI GROUP JOINT STOCK COMPANY,AU,KIGIGROUPCLOUD-VN,78608,1,0,0,0,0,0,False
153542,ECOAI Joint Stock Company,AU,CPECOAI-VN,78608,1,0,0,0,0,0,False
153543,TECHNOLOGY AT YOUR HANDS COMPANY LIMITED,AU,VINAGPU-NET-VN,54093,1,1,1,0,0,0,True
153544,VUTA VIET NAM COMPANY LIMITED,AU,VUTAVNCLOUD-VN,78608,1,0,0,0,0,0,False
153585,Gold Key Real Estate Investment Company Limited,VN,COMTER-VN,54093,1,1,1,0,0,0,True
153586,BNIX CLOUD COMPANY LIMITED,VN,BXCLOUD-VN,78608,1,0,0,0,0,0,False
153591,LEEON TECHNOLOGY COMPANY LIMITED,VN,SKYX-VN,67211,1,1,1,0,0,0,True
153592,TQT CLOUD SERVER ONE MEMBER COMPANY LIMITED,VN,TQT-VN,78608,1,0,0,0,0,0,False
153616,Technology Bluesky Company Limited,VN,BLUESKY-VN,78608,1,0,0,0,0,0,False
153617,MANH BANG ONE MEMBER COMPANY LIMITED,VN,MBC-VN,78608,1,0,0,0,0,0,False
153635,URANUS TECHNOLOGY COMPANY LIMITED,VN,URANUS-VN,78608,1,0,0,0,0,0,False
153647,Viet Homes Furniture Manufacturing Company Limited,VN,OSERVER-VN,54093,1,1,1,0,0,0,True
153649,Nguyenphonglong One Member Company Limited,VN,NPL-VN,78608,1,0,0,0,0,0,False
153650,MEGAMAX VIET NAM TECHNOLOGY JOINT STOCK COMPANY,VN,MEGAMAX-VN,48776,1,2,3,0,0,0,True
153651,QPPF Company Limited,VN,QPPF-VN,54093,1,1,1,0,0,0,True
153652,Duyen Tran Digital Technology Consulting Company Limited,VN,CNSDTND-VN,78608,1,0,0,0,0,0,False
153653,TVQ Technology Trading & Services Company Limited,VN,CNTVQND-VN,78608,1,0,0,0,0,0,False
153683,VIETNAM V2 INFORMATION SECURE JOINT STOCK COMPANY,VN,V2SECURE-VN,54093,1,1,1,0,0,0,True
153713,AGRIBANK SECURITIES CORPORATION,VN,AGRISECO-VN,54093,1,1,1,0,0,0,True
153732,Ho Chi Minh National Academy of Politics,VN,HCMA-VN,78608,1,0,0,0,0,0,False
153741,"Lewu Tech Co., Ltd.",VN,LEWUTECH-VN,78608,1,0,0,0,0,0,False
153743,Anh Dao Phuc Technology Company Limited,VN,ADPTECH-VN,78608,1,0,0,0,0,0,False
153750,GZ CORE COMPANY LIMITED,VN,GZCOREVN-VN,78608,1,0,0,0,0,0,False
153752,Le Gia Technology Company Limited,VN,LEGIA-VN,78608,1,0,0,0,0,0,False
153762,TIEN DUNG INVESTMENT AND COMMERCE SERVICE COMPANY LIMITED,VN,TMDVDTTIENDUNG-VN,78608,1,0,0,0,0,0,False
153763,DATA 360 TECHNOLOGY JOINT STOCK COMPANY,VN,CONGNGHEDATA360-VN,78608,1,0,0,0,0,0,False
153780,PAYX Payment Company Limited,VN,PAYX-VN,78608,1,0,0,0,0,0,False
153808,VNG CLOUD COMPANY LIMITED,VN,VNGCLOUD-VN,78608,1,0,0,0,0,0,False
153828,DTH CLOUD COMPUTING TECHNOLOGY COMPANY LIMITED,VN,DTHCLOUD-VN,78608,1,0,0,0,0,0,False
153829,Le Hong Technology Company Limited,VN,LEHONGCLOUD-VN,78608,1,0,0,0,0,0,False
153830,Upnet Technology Solutions Company Limited,VN,UPNET-VN,30631,1,3,1,0,0,0,True
153831,Bao Khanh ICT Company Limited,VN,BAOKHANHICT-VN,54093,1,1,1,0,0,0,True
153859,BIGSERVER COMPANY LIMITED,VN,BIGSERVER-VN,78608,1,0,0,0,0,0,False
153860,Onepay Online Service and Commercial Joint Stock Company,VN,ONEPAY-VN,78608,1,0,0,0,0,0,False
153872,AZVPS TECHNOLOGY COMPANY LIMITED,VN,AZVPS-VN,78608,1,0,0,0,0,0,False
153873,Comi Website Design Company Limited,VN,COMI-VN,78608,1,0,0,0,0,0,False
153941,ESECURE SOLUTION LIMITED COMPANY,VN,ESSNET-VN,49862,1,1,2,0,0,0,True
153958,WEB SERVER COMPANY LIMITED,VN,WEBSERVER-VN,78608,1,0,0,0,0,0,False
153959,VMON Service Technology Company Limited,VN,VMON-VN,78608,1,0,0,0,0,0,False
153976,Le Vu Technology Infrastructure Services Company Limited,VN,LEVUCLOUD-VN,78608,1,0,0,0,0,0,False
153982,Huong Ly Technology Company Limited,VN,HUONGLYCLOUD-VN,78608,1,0,0,0,0,0,False
153983,HIEUVPS TECHNOLOGY COMPANY LIMITED,VN,HIEUVPSCLOUD-VN,54093,1,1,1,0,0,0,True
154003,NOBIDEV COMPANY LIMITED,VN,NOBIDEV-VN,67211,1,1,1,0,0,0,True
154004,"Olahost Technology Co., Ltd.",VN,OLAHOST-VN,78608,1,0,0,0,0,0,False
154016,AI APPLICATION SOFTWARE COMPANY LIMITED,VN,PHANMEMUNGDUNGAI-VN,78608,1,0,0,0,0,0,False
154017,AI WEBSITE DESIGN SERVICES COMPANY LIMITED,VN,TKWEBSITEAI-VN,78608,1,0,0,0,0,0,False
154042,NEXTZEN TECHNOLOGY JOIN STOCK COMPANY,VN,NEXTZEN-IDC-VN,78608,1,0,0,0,0,0,False
154053,Hanoi National University of Education,VN,HNUE-VN,54093,1,1,1,0,0,0,True
154070,TOTBRAIN COMPANY LIMITED,VN,TOTBRAIN-VN,78608,1,0,0,0,0,0,False
154082,"Cloud247 Tech Co., Ltd.",VN,TECH247-VN,78608,1,0,0,0,0,0,False
154091,SAVING SOLUTION TECHNOLOGY CORPORATION,VN,SASOLTECH-VN,54093,1,2,1,0,0,0,True
154105,ZALO PLATFORMS COMPANY LIMITED,VN,ZALOPLATFORMS-VN,54093,1,3,1,0,0,0,True
154106,VNG ONLINE COMPANY LIMITED,VN,VNGONLINE-VN,54093,1,3,1,0,0,0,True
154134,COMMERCIAL MOBILE INFORMATION TECHNOLOGY JOINT STOCK COMPANY,VN,CONEK-VN,78608,1,0,0,0,0,0,False
154135,Contabo Company Limited,VN,CONTABO-VN,78608,1,0,0,0,0,0,False
154144,MOBIFONE DIGITAL PAYMENT JOINT STOCK COMPANY,VN,MDPC-VN,54093,1,2,1,0,0,0,True
154247,MCO HA NOI TECHNOLOGY COMPANY LIMITED,VN,MCO-VN,67211,1,1,1,0,0,0,True
154339,"Zyn Data Technology Solutions Co., Ltd.",VN,ZYNDATA-VN,,,,,,,,
154350,ATZ CORP JOINT STOCK COMPANY,VN,ATZCORP-VN,,,,,,,,
154364,DCConnect Vietnam Company Limited,VN,DVCL-AS-AP,,,,,,,,
154388,ETC Technology System Joint Stock Company,VN,ETCJSC-VN,,,,,,,,
154389,N Group Investment Joint Stock Company,VN,NGROUP-VN,,,,,,,,
154406,VIETNAM MARITIME COMMUNICATION AND ELECTRONICS SINGLE-MEMBER LIMITED LIABILITY COMPANY,VN,VISHIPEL-VN,,,,,,,,
154431,TICK PLATFORM JOINT STOCK COMPANY,VN,TICK-VN,,,,,,,,
154460,DHD TECHNOLOGY JOINT STOCK COMPANY,VN,DHD-VN,,,,,,,,
154491,,,,,,,,,,,
154546,,,,,,,,,,,
154552,,,,,,,,,,,
