asn,org_name,country,aut_name,rank,cone_asns,cone_prefixes,degree_provider,degree_peer,degree_customer,degree_transit,clique_member,topology_degree,topology_classification,betweenness_centrality,closeness_centrality
38245,VIETBRANDS COMPANY LIMITED,VN,VIETBRANDS-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38246,CDMA Mobile Phone Center S-Telecom,VN,SFONE-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38247,Vietnamobile Telecommunications Joint Stock Company,VN,VIETNAMOBILE-AS-VN,18020.0,1.0,35.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,7.4e-05,0.340199
38248,VTC-VN,VN,VTC-AS-VN,16455.0,1.0,46.0,4.0,0.0,0.0,0.0,True,5,Transit,0.000937,0.436116
38249,KIS Viet Nam Securities Corporations,VN,KIS-AS-VN,36223.0,1.0,1.0,2.0,0.0,0.0,0.0,True,3,Transit,2.8e-05,0.355062
38250,VSERVER EQUIPMENT TECHNOLOGY COMPANY LIMITED,VN,VSERVER-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38251,VNDirect Securities Corporation,VN,VNDIRECT-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.387879
38252,,VN,AS38252,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38253,Hanoi Telecom JSC,VN,HANOITELECOM-AS-VN,23367.0,1.0,15.0,2.0,0.0,0.0,2.0,True,2,Multi-homed,7.4e-05,0.340199
38725,iNET software one member company limited,VN,INETSOFT-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38726,VTC DIGICOM,VN,VTCDIGICOM-AS-VN,6070.0,3.0,106.0,3.0,1.0,2.0,3.0,True,10,Transit,0.004321,0.452697
38727,HaNoi University of science and technology,VN,HUT-AS-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.342475
38728,,VN,AS38728,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38729,Kien Cuong International JSC,VN,KCC-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
38730,VIETINBANK-VN,VN,VIETINBANK-AS-VN,35029.0,1.0,5.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.3665
38731,Vietel - CHT Compamy Ltd,VN,VTDC-AS-VN,524.0,84.0,2145.0,2.0,2.0,78.0,80.0,True,85,Transit,0.169304,0.475836
38732,CMC Telecom Infrastructure Company,VN,CMCTELECOM-VN,1727.0,18.0,148.0,1.0,0.0,17.0,18.0,True,20,Transit,0.030305,0.363378
38733,CMC Telecom Infrastructure Company,VN,CMCTELECOM-VN,1664.0,19.0,161.0,1.0,0.0,18.0,19.0,True,21,Transit,0.049404,0.364672
38734,ENCAPITAL FINANCIAL TECHNOLOGY JOINT STOCK COMPANY.,VN,ENCAPITAL-AS-VN,48776.0,1.0,2.0,2.0,1.0,0.0,0.0,True,3,Transit,0.000263,0.406349
38735,Global Data Service Joint Stock Company,VN,GDS-AS-VN,8099.0,2.0,61.0,4.0,0.0,1.0,4.0,True,4,Transit,0.000315,0.421399
38736,Vietnam Internet network information center (VNNIC),VN,VNNIC-AS-VN,36223.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
38737,Vietnam Internet network information center (VNNIC),VN,VNNIC-AS-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
38738,"L.C.S Company.,ltd",VN,LCS-AS-VN,3687.0,6.0,123.0,4.0,0.0,3.0,6.0,True,8,Transit,0.006694,0.444059
38739,Vietnam Internet network information center (VNNIC),VN,VNIX-AS-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0,Stub,0.0,0.0
45538,ODS Joint Stock Company,VN,ODSJSC-AS-VN,3682.0,6.0,178.0,1.0,0.0,5.0,6.0,True,8,Transit,0.015213,0.425249
45539,VTCWLB-VN,VN,VTCWLB-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45540,,VN,AS45540,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45541,Information Technology Center - Joint Stock Commercial Bank for Investment and Development of Vietnam,VN,BIDV-AS-VN,35029.0,1.0,7.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.409928
45542,VietNam National University Ha Noi,VN,VNU-AS-VN,22174.0,1.0,14.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.313533
45543,SaiGon Tourist cable Televition Company,VN,SCTV-AS-VN,2256.0,12.0,296.0,11.0,19.0,5.0,25.0,True,12,Transit,0.008189,0.466727
45544,SUPERDATA-VN,VN,SUPERDATA-AS-VN,16450.0,1.0,43.0,4.0,1.0,0.0,0.0,True,4,Transit,7.4e-05,0.428452
45545,Sai Gon Telecommunication and Technology Corp,VN,SAIGONTEL-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45546,Gtel Mobile Joint Stock Company,VN,GTELMOBILE-VN,26589.0,1.0,9.0,3.0,1.0,0.0,0.0,True,4,Transit,2.9e-05,0.385252
45547,SPT Telecommunications Service Center,VN,STS-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45548,Artex Securities Joint Stock Company,VN,ARTEXSECURITIES-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45549,Hiep Nhat Company Limited,VN,HIEPNHAT-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45550,,VN,AS45550,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45551,HEINEKEN VIETNAM BREWERY LIMITED COMPANY,VN,VBL-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,1,Stub,0.0,0.322621
45552,METASERV COMPANY LIMITED,VN,METASERV-VN,10218.0,2.0,5.0,2.0,0.0,1.0,3.0,True,3,Transit,0.003729,0.388467
45553,BAO VIET HOLDINGS INFORMATION TECHNOLOGY CENTER BRANCH,VN,BAOVIET-AS-VN,49862.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.367288
45554,Vietnam Internet network information center (VNNIC),VN,VNNICANYCASTDNS-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,2e-06,0.266945
45555,,VN,AS45555,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45556,Scancom Vietnam Ltd,VN,SCANCOM-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.391737
45557,Vietnam Technology and Telecommunication JSC,VN,VNTT-AS-VN,19006.0,1.0,35.0,5.0,7.0,0.0,0.0,True,4,Transit,0.000136,0.421399
45894,FPT Online JSC,VN,FPTONLINE-AS-VN,18854.0,1.0,30.0,2.0,0.0,0.0,0.0,True,3,Transit,0.002163,0.415584
45895,Mobifone Global JSC,VN,MOBIFONEGLOBAL-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45896,Mobifone Global JSC,VN,MOBIFONEGLOBAL-AS-VN,1132.0,31.0,479.0,6.0,35.0,15.0,54.0,True,21,Transit,0.013741,0.451499
45897,Mobifone Global JSC,VN,MOBIFONEGLOBAL-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45898,Vietnam Posts and Telecommunications (VNPT),VN,VNPT-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
45899,Vietnam Posts and Telecommunications (VNPT),VN,VNPT-AS-VN,214.0,250.0,15634.0,7.0,184.0,126.0,294.0,True,130,Transit,0.182723,0.520325
45900,Department of Infomatic - The State Bank of Viet Nam,VN,SBV-AS-VN,67211.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.391737
45901,Vietnam Export Import Commercial JSC,VN,EXIMBANK-AS-VN,59812.0,1.0,1.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.435745
45902,Hai Phong Securities Company,VN,HASECO-AS-VN,59812.0,1.0,1.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.421053
45903,CMC Telecom Infrastructure Company,VN,CMCTELECOM-VN,326.0,154.0,4459.0,14.0,158.0,91.0,255.0,True,96,Transit,0.149108,0.505429
55305,ODS Joint Stock Company,VN,ODSJSC-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.298542
55306,Vietnam bank for Agriculture anh Rural Development,VN,AGRIBANK-AS-VN,35029.0,1.0,5.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.425603
55307,Asian Pacific Securitis Joint Stock Company,VN,APEC-AS-VN,67211.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,7.4e-05,0.340199
55308,Department of Information Technology and Digital Transformation - Ministry of Finance,VN,MOF-VN,36223.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.405063
55309,Minh Tu Telecom Limited Company,VN,MTT-AS-VN,2789.0,9.0,165.0,5.0,1.0,7.0,10.0,True,11,Transit,0.005525,0.410915
55310,KCS VIETNAM COMPANY LIMITED,VN,KCS-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.341333
55311,Loc Phat Vietnam Joint Stock Commercial Bank,VN,LPBANK-VN,44930.0,1.0,3.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.421053
55312,Golden Dragon Company,VN,HOANGLONG-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
55313,Hanel Communication JSC,VN,HANELCOM-AS-VN,19042.0,1.0,29.0,3.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.339298
55314,NEWLIFE COMPANY,VN,NEWLIFE-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
55315,SSI Securities Incorporation,VN,SSI-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.000197,0.387585
55316,Saigon - Hanoi Commercial Joint Stock Bank,VN,SHB-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.408619
55317,"170 Hai Ba Trung, DaKao Ward, District 1, Hochiminh City",VN,ABBANK-AS-VN,49862.0,1.0,3.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.365453
55318,Asia Commercial Bank,VN,ACB-AS-VN,48405.0,1.0,3.0,4.0,0.0,0.0,0.0,True,4,Transit,0.0,0.44062
55319,VietNam Prosperity Joint Stock Commercial Bank,VN,VPBANK-AS-VN,45422.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.405063
55320,KNODE TECHNOLOGY COMPANY LIMITED,VN,KNODE-AS-VN,67211.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.403467
55321,Saigontourist securities corporation,VN,STSC-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
55322,North Power Company,VN,NPC-AS-VN,18491.0,1.0,2.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.386124
55323,Viet Nam Bank for Industry and Trade Securities JSC,VN,VIETINBANKSC-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
55324,Premier Oil Viet Nam Offshore B.V,VN,POVO-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
56141,Danang ICT Infrastructure Development Center,VN,DSP-AS-VN,26589.0,1.0,14.0,4.0,0.0,0.0,0.0,True,3,Transit,0.0,0.407319
56142,ZARUBEZHNEFT EP VIETNAM B.V.,VN,ZNEPVN-VN,67211.0,1.0,1.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.342475
56143,VDATA-VN,VN,VDATA-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
56144,AIA Life Insurance Company limited,VN,AIAVN-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.408619
56145,Thanh Nien Net Telecom JSC,VN,TTN-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
56146,Global informatics solution corporation,VN,GLOBALCORP-AS-VN,30198.0,1.0,7.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.000879,0.348299
56147,Creative Communication Vietnam Joint Stock Company,VN,CCVN-AS-VN,3565.0,7.0,29.0,3.0,0.0,6.0,9.0,True,9,Transit,0.004331,0.412571
56148,PVcombank,VN,PVCOMBANK-VN,36223.0,1.0,4.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
56149,Cong ty CP Truyen thong quoc te Incom,VN,INCOM-AS-VN,5475.0,4.0,23.0,2.0,0.0,3.0,4.0,True,6,Transit,0.003958,0.390244
56150,Viet Solutions Services Trading Company Limited,VN,VHOST-AS-VN,19997.0,1.0,23.0,3.0,0.0,0.0,0.0,True,3,Transit,0.000459,0.424896
56151,DigiStar Company Limited,VN,DIGISTAR-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
56152,BStar Joint Stock Company,VN,BSTAR-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
56153,Digital Storage Company Limited,VN,LUUTRUSO-AS-VN,24643.0,1.0,691.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.000667,0.339523
56154,THEGIOISO-VN,VN,THEGIOISO-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
56155,Tuong Minh Software Solutions Company Limited,VN,TMASOLUTIONS-AS-VN,26714.0,1.0,10.0,3.0,0.0,0.0,0.0,True,3,Transit,6.8e-05,0.359298
56156,Vietnam Internet Network Information Center,VN,VNNIC-AS-AP,39683.0,1.0,2.0,1.0,0.0,0.0,0.0,True,0,Stub,0.0,0.0
56157,One Vision Investment Trading Service Corporation,VN,ONEVISION-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
56158,Digital world data online company,VN,THEGIOISO-AS-VN,39683.0,1.0,5.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.322621
56159,Sai Gon Join stock commercial Bank,VN,SCB-AS-VN,34547.0,1.0,5.0,4.0,0.0,0.0,0.0,True,4,Transit,0.0,0.44062
56160,VIETNIX Solution and Technology Joint Stock Company,VN,VIETNIX-AS-VN,59006.0,1.0,46.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.000343,0.318012
63730,VNSO TECHNOLOGY COMPANY,VN,VNSO-AS-VN,30631.0,1.0,2.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.322621
63731,TIEN PHAT TECHNOLOGY CORPORATION,VN,TPTECO-AS-VN,4490.0,5.0,37.0,7.0,1.0,4.0,10.0,True,11,Transit,0.007208,0.450704
63732,GALAXY PLAY JOINT STOCK COMPANY,VN,GALAXYPLAY-AS-VN,39683.0,1.0,5.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.386124
63733,Thien Binh Software Service Company Limited,VN,HOATHAI-VN,27027.0,1.0,8.0,2.0,0.0,0.0,0.0,True,4,Transit,9.1e-05,0.35408
63734,365 Online technology joint stock company,VN,GREENCLOUDVPS-AS-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.386124
63735,Hoatoc company limited,VN,HOATOC-AS-VN,39683.0,1.0,4.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.35189
63736,Nam A Commercial Joint Stock Bank,VN,NAMABANK-AS-VN,48405.0,1.0,2.0,4.0,0.0,0.0,0.0,True,4,Transit,4.9e-05,0.427379
63737,VIETSERVER SERVICES TECHNOLOGY COMPANY LIMITED,VN,VIETSERVER-AS-VN,15365.0,1.0,51.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.001496,0.398444
63738,GLTEC-VN,VN,GLTEC-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63739,VIETPN Company Limited,VN,VIETPN-AS-VN,36223.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.001496,0.398444
63740,TOCDOSOVN-VN,VN,TOCDOSOVN-AS-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.322621
63741,DCNET TELECOM,VN,DCNET-AS-VN,20730.0,1.0,20.0,9.0,85.0,0.0,0.0,True,5,Transit,3.2e-05,0.386415
63742,BIDV Securities joint stock company,VN,BSC-AS-VN,36223.0,1.0,3.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
63743,VietNam payment solution joint stock company,VN,VNPAY-AS-VN,34547.0,1.0,4.0,4.0,0.0,0.0,0.0,True,4,Transit,0.0,0.44062
63744,DNSE Securities Joint Stock Company,VN,DNSE-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63745,NTT VietNam Communication Company Limited,VN,NTT-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63746,Institute of Information Technology (IOIT),VN,IOIT-AS-VN,39683.0,1.0,5.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.313533
63747,Central Post and Telecommunication (CPT),VN,CPT-AS-VN,21736.0,1.0,16.0,2.0,0.0,0.0,0.0,True,3,Transit,7.4e-05,0.363121
63748,Department of Cyber ​​Security and High-Tech Crime Prevention,VN,CUCA05BCA-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63749,Luxoft VietNam Company LTD,VN,LUXOFT-AS-VN,36223.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.365453
63750,"18 Nguyen Du, Hai Ba Trung, Hanoi",VN,THUHOI-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63751,Vietcombank securities Company limited,VN,VCBS-AS-VN,34547.0,1.0,4.0,4.0,0.0,0.0,0.0,True,4,Transit,7.4e-05,0.438732
63752,Department of Science and Technology of Phu Tho province,VN,PTO-KHCN-VN,36223.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
63753,Viet Nam Lottery One Member Company Limited,VN,VIETLOTT-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,7.4e-05,0.340199
63754,VMG MEDIA JOINT STOCK COMPANY,VN,VMG-AS-VN,35029.0,1.0,4.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.435745
63755,VietNam - Russia joint venture bank,VN,VRB-AS-VN,36223.0,1.0,5.0,2.0,0.0,0.0,0.0,True,3,Transit,0.000275,0.341333
63756,VSTV-VN,VN,VSTV-AS-VN,46606.0,1.0,3.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.408619
63757,Pacific Technology Development and Communication joint stock company,VN,PACIFIC-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63758,VETC Corporation,VN,VETC-AS-VN,36223.0,1.0,3.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
63759,TaDu Joint Stock Company,VN,TADU-AS-VN,39683.0,1.0,1.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.322621
63760,AZDIGI Corporation,VN,AZDIGI-AS-VN,7789.0,2.0,101.0,3.0,0.0,1.0,2.0,True,4,Transit,0.000679,0.4096
63761,Cong ty TNHH Dich vu truc tuyen Maxdata,VN,MAXDATA-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63762,VietNam Booking corporation,VN,VNBOOKING-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
63763,VCCORP-VN,VN,VCCORP-AS-VN,54093.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2,Multi-homed,0.000879,0.348299
63764,INCOM SAI GON JOINT STOCK COMPANY,VN,INCOMSG-AS-VN,39683.0,1.0,5.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.292237
63765,HOSTVN Technology Solutions Joint Stock Company,VN,HOSTVN-VN,22985.0,1.0,14.0,4.0,0.0,0.0,0.0,True,3,Transit,0.002132,0.413905
63766,VEGAGAME-VN,VN,VEGAGAME-AS-VN,25633.0,1.0,6.0,3.0,0.0,0.0,0.0,True,3,Transit,0.002163,0.415584
63767,"1st Floor, Machinci Tower, 444 Hoang Hoa Tham, Thuy Khue, Tay Ho, HaNoi",VN,GCAFE-AS-VN,31474.0,1.0,5.0,3.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.320401
63768,Thien Binh Software Service Company Limited,VN,THIENBINH-AS-VN,35029.0,1.0,4.0,3.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.320401
63769,Information and Communication Technology Center of Bac Kan Province,VN,CICTBKN-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131122,Vietnam Internet network information center (VNNIC),VN,VNNIC-4-BYTE-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
131123,Vietnam Internet network information center (VNNIC),VN,VNNIC-4-BYTE-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
131124,Vietnam Bank For Social Policies,VN,NHCSXH-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.405063
131125,TVSI-VN,VN,TVSI-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
131126,Vietnam Airlines Corp,VN,VNAIR-AS-VN,35029.0,1.0,5.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.421053
131127,GLOBAL TECHNOLOGY - TELECOMMUNICATIONS CORPORATION,VN,GTEL-VN,5178.0,4.0,54.0,5.0,0.0,3.0,5.0,True,8,Transit,0.002244,0.428811
131128,Onepay Online Service and Commercial Joint Stock Company,VN,ONEPAY-VN,48405.0,1.0,2.0,4.0,0.0,0.0,0.0,True,3,Transit,0.0,0.425603
131129,Hochiminh Stock Exchange,VN,HSX-AS-VN,48776.0,1.0,2.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.384962
131130,MB securities joint stock company,VN,TLS-AS-VN,48776.0,1.0,2.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.435745
131131,VNNIC-AS-VN,VN,VNNIC-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.362863
131342,Vietnam Technological and Commercial Joint-stock Bank - Techcombank,VN,TECHCOMBANK-AS-VN,36223.0,1.0,5.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
131343,Vietnam Internationl commercial joint stock bank,VN,VIB-AS-VN,34547.0,1.0,5.0,4.0,0.0,0.0,0.0,True,4,Transit,0.0,0.425957
131344,TH Food Chain Joint Stock Company,VN,THMILK-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.408619
131345,KienLong commercial joint stock bank,VN,KIENLONGBANK-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.000111,0.387585
131346,FLYCLOUD Company Limited,VN,FLYCLOUD-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131347,Shinhan Viet Nam Bank Limited,VN,SHINHANBANK-AS-VN,49862.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
131348,Joint stock Commercial Bank for Foreign Trade of Viet Nam,VN,VIETCOMBANK-AS-VN,35029.0,1.0,5.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.435745
131349,Digital telecomminication service joint stock,VN,DIGINET-AS-VN,27816.0,1.0,10.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.386124
131350,Dak Nong Department of Information and Communications,VN,ICTDAKNONG-AS-VN,49862.0,1.0,1.0,2.0,0.0,0.0,0.0,True,1,Stub,0.0,0.342475
131351,Orient commercial joint stock bank,VN,OCB-AS-VN,44930.0,1.0,3.0,3.0,0.0,0.0,0.0,True,4,Transit,0.000174,0.410256
131352,Vietnam Cybersecurity Emergency Response Teams/Coordination Center,VN,VNCERT-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131353,NhanHoa Software company,VN,NHANHOA-AS-VN,18206.0,1.0,29.0,4.0,0.0,0.0,0.0,True,4,Transit,0.006265,0.418643
131354,Prudential Vietnam Assurance Private limited,VN,PRUDENTIAL-AS-VN,60658.0,1.0,1.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.408619
131355,,VN,AS131355,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131356,,VN,AS131356,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131357,Duy Tan University,VN,DUYTAN-AS-VN,36223.0,1.0,5.0,2.0,0.0,0.0,0.0,True,3,Transit,0.0,0.384962
131358,Telehouse international corporation of vietnam,VN,TELEHOUSE-AS-VN,36223.0,1.0,3.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.386999
131359,ACB Securities Co. Ltd,VN,ACBS-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131360,NATIONAL PAYMENT CORPORATION OF VIET NAM,VN,NAPAS-VN,36223.0,1.0,4.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,7.4e-05,0.340199
131361,GSS Investment Corporation,VN,SUNSOFT-AS-VN,78608.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0,Stub,0.0,0.0
131362,HaNoi Stock Exchange,VN,HNX-AS-VN,49862.0,1.0,2.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.415247
131363,Department of Information Technology - General Department of Taxation,VN,GDT-AS-VN,35029.0,1.0,3.0,3.0,0.0,0.0,0.0,True,3,Transit,0.0,0.421053
131364,Military commercial join stock bank,VN,MBBANK-AS-VN,34547.0,1.0,3.0,4.0,0.0,0.0,0.0,True,4,Transit,0.0,0.44062
131365,Digital Infrastructure Center - Digital Transformation Department - Ministry of Agriculture and Environment,VN,BNNMT-VN,36223.0,1.0,5.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.0,0.386707
131366,Lanit Technology and Communication Joint Stock Company,VN,LANIT-AS-VN,27816.0,1.0,7.0,1.0,0.0,0.0,0.0,True,1,Stub,0.0,0.386124
131367,Viet Online trading service corporation,VN,VONLINE-AS-VN,27027.0,1.0,8.0,2.0,0.0,0.0,0.0,True,2,Multi-homed,0.000608,0.335298
